Name,CHT,KOR
Skill_Venomancer_Desc_2_1,"・使你的飛劍會對擊中的敵人附加<color=#C549EC>[中毒]</color>效果。當你處於<color=#C549EC>[中毒]</color>或者<color=#C549EC>[劇毒]</color>狀態時，你的飛劍會附加<color=#C549EC>[劇毒]</color>。
・使你的<color=#B94A00>[劍・返]</color>變為<color=#C549EC>[百蠱穿心]</color>技能。
・<color=#C549EC>[百蠱穿心]：</color>喚回你所有的劍，對返回路徑的敵人造成<color=#FFDCBD>真實傷害</color>，對出現<color=#C83E48>[破]</color>字的敵人造成<color=#C83E48>巨額傷害</color>。如果飛劍在返回過程中命中了處於<color=#C549EC>[中毒]</color>或者<color=#C549EC>[劇毒]</color>狀態的敵人時則會產生一次<color=#C549EC>毒爆</color>。",・비검에 적중된 적에게 <color=#C549EC>[중독]</color> 상태를 부여합니다. <color=#C549EC>[중독]</color> 또는 <color=#C549EC>[맹독]</color> 상태에서 사용하면 비검이 적에게 <color=#C549EC>[맹독]</color> 상태를 부여합니다. ・<color=#B94A00>[검 회수]</color>가 <color=#C549EC>[천심검]</color>으로 변경됩니다. ・<color=#C549EC>[천심검]</color>: 모든 검을 불러들입니다. 검은 돌아오는 경로에 있는 모든 적에게 <color=#FFDCBD>고정 피해</color>를 주며 <color=#C83E48>[파쇄]</color> 상태의 적에게는 <color=#C83E48>강력한 피해</color>를 입힙니다. 비검이 <color=#C549EC>[중독]</color> 또는 <color=#C549EC>[맹독]</color> 상태의 적에게 적중하면 <color=#C549EC>맹독 폭발</color>을 일으킵니다.
Skill_Venomancer_Desc_3_1,"・近戰攻擊有15%的幾率使敵人<color=#980017>[流血]</color>5秒。

・如果目標的生命值低於60%，觸發幾率提高85%。",・근접 공격 시 15% 확률로 적에게 <color=#980017>[출혈]</color> 상태를 5초간 부여합니다. ・대상의 생명력이 60% 미만이면 발동 확률이 85% 증가합니다.
Skill_Venomancer_Desc_4_1,"・近戰攻擊有15%的幾率使敵人<color=#6B0574>[中毒]</color>3秒。

・如果目標處於<color=#980017>[流血]</color>狀態，觸發幾率提高85%。",・근접 공격 시 15% 확률로 적에게 <color=#6B0574>[중독]</color> 상태를 3초간 부여합니다. ・대상이 <color=#980017>[출혈]</color> 상태라면 발동 확률이 85% 증가합니다.
Skill_Venomancer_Desc_5_1,"・當你使用近戰攻擊處於<color=#980017>[流血]</color>狀態的敵人時，為你恢復1%最大生命。

・如果目標處於<color=#6B0574>[中毒]</color>或<color=#6B0574>[劇毒]</color>狀態，你將會吸收他們的<color=#6B0574>[中毒]</color>或者<color=#6B0574>[劇毒]</color>效果",・<color=#980017>[출혈]</color> 상태의 적에게 근접 공격을 가하면 최대 생명력의 1%를 회복합니다. ・대상이 <color=#6B0574>[중독]</color> 또는 <color=#6B0574>[맹독]</color> 상태라면 적으로부터 <color=#6B0574>[중독]</color> 혹은 <color=#6B0574>[맹독]</color>을 흡수합니다.
Skill_Venomancer_Desc_6_1,・當你的<color=#980017>[流血]</color>或<color=#6B0574>[中毒]</color>造成傷害時：有20%的幾率孵化出一只向你飛行的共生之蠱，對目標和飛行路徑的敵人造成傷害，並為你恢復1%的生命值。,・<color=#980017>[출혈]</color> 또는 <color=#6B0574>[중독]</color> 상태로 피해를 입히면 20% 확률로 공생충이 부화해 플레이어를 향해 날아옵니다. 대상을 포함해 경로에 있는 모든 적에게 피해를 주며 플레이어의 생명력을 1% 회복합니다.
Skill_Venomancer_Desc_7_1,"・對處於<color=#6B0574>[中毒]</color>或<color=#6B0574>[劇毒]</color>狀態的敵人造成的傷害提高20%

・使你殺死的敵人會產生爆炸，對周圍的敵人造成傷害，並將死者身上的<color=#6B0574>[中毒]</color>或<color=#6B0574>[劇毒]</color>擴散到受傷者身上。",・<color=#6B0574>[중독]</color> 또는 <color=#6B0574>[맹독]</color> 상태의 적에게 주는 피해가 20% 증가합니다. ・처치된 적이 폭발하며 근처에 있는 다른 적에게 피해를 주고 <color=#6B0574>[중독]</color> 또는 <color=#6B0574>[맹독]</color> 상태가 전이됩니다.
Skill_Venomancer_Desc_7_2,・當處於<color=#980017>[流血]</color>狀態的敵人受到<color=#980017>血彈</color>的攻擊時，會產生一次<color=#980017>[血爆]</color>，並把<color=#980017>[流血]</color>狀態傳染到周圍的敵人身上。,・<color=#980017>[출혈]</color> 상태의 적에게 <color=#980017>혈탄</color>이 적중하면 <color=#980017>[선혈 폭탄]</color>이 터져 주변 적들에게 <color=#980017>[출혈]</color> 상태를 퍼뜨립니다.
Skill_Venomancer_Desc_8_1,・當你對敵人造成<color=#6B0574>[中毒]</color>或<color=#6B0574>[劇毒]</color>效果2秒後，會使敵人<color=#980017>[流血]</color>5秒,・적이 <color=#6B0574>[중독]</color> 또는 <color=#6B0574>[맹독]</color> 상태가 되면 2초 뒤에 <color=#980017>[출혈]</color> 상태를 5초간 부여됩니다.
Skill_Venomancer_Desc_9_1,"・使你受到的<color=#6B0574>毒傷害</color>降低50%
・使你造成的<color=#6B0574>毒傷害</color>提高100%
・使你默認處於<color=#6B0574>[劇毒]</color>狀態。",・받는 <color=#6B0574>중독 피해</color>가 50% 감소합니다. ・주는 <color=#6B0574>중독 피해</color>가 100% 증가합니다. ・<color=#6B0574>[맹독]</color> 상태가 기본으로 적용됩니다.
Skill_Venomancer_Desc_10_1,・當你使用<color=#980017>[血蠱回籠]</color>或<color=#6B0574>[百蠱穿心]</color>時，引爆敵人身上<color=#980017>[流血]</color>、<color=#6B0574>[中毒]</color>、<color=#6B0574>[劇毒]</color>效果，在瞬間造成大量傷害。,"・<color=#980017>[혈액 흡수]</color> 또는 <color=#6B0574>[천심검]</color> 사용 시 <color=#980017>[출혈]</color>, <color=#6B0574>[중독]</color>, <color=#6B0574>[맹독]</color> 상태의 적을 모두 터뜨려 대규모 즉발 피해를 입힙니다."
Skill_Venomancer_Desc_11_1,・使你的<color=#6B0574>[中毒]</color>、<color=#6B0574>[劇毒]</color>和<color=#980017>[流血]</color>效果的傷害提高20%,"・<color=#6B0574>[중독]</color>, <color=#6B0574>[맹독]</color>, <color=#980017>[출혈]</color> 상태가 주는 피해량이 20% 증가합니다."
Skill_Venomancer_Desc_12_1,・當你處於<color=#6B0574>[中毒]</color>或<color=#6B0574>[劇毒]</color>狀態時，你的攻擊速度提高25%,・<color=#6B0574>[중독]</color> 또는 <color=#6B0574>[맹독]</color> 상태일 때 이동 속도가 25% 증가합니다.
Skill_Venomancer_Desc_13_1,・使你的<color=#6B0574>[中毒]</color>、<color=#6B0574>[劇毒]</color>和<color=#980017>[流血]</color>效果有50%的幾率造成雙倍傷害。,"・<color=#6B0574>[중독]</color>, <color=#6B0574>[맹독]</color>, <color=#980017>[출혈]</color> 상태가 주는 피해가 50% 확률로 두 배가 됩니다."
Skill_Venomancer_Desc_14_1,・擊殺敵人時為你恢復0.5%的生命值。,・적을 처치할 때마다 생명력을 0.5% 회복합니다.
Skill_FrozenMaster_Desc_0_1,・你的近戰攻擊有15%的幾率附加20%的<color=#73D7F1>冰霜傷害</color>，並<color=#73D7F1>[凍結]</color>敵人1秒。,・근접 공격 시 15% 확률로 적에게 20%의 <color=#73D7F1>빙결 피해</color>를 주고 <color=#73D7F1>[동결]</color> 상태를 1초간 부여합니다.
Skill_FrozenMaster_Desc_1_1,"・飛劍升級為造成<color=#73D7F1>冰霜傷害</color>的<color=#73D7F1>冰刃</color>，並有15%的幾率發生暴擊造成2倍傷害。
・對處於<color=#73D7F1>[凍結]</color>的敵人必定暴擊。
・使你的<color=#B94A00>[劍・返]</color>變為<color=#73D7F1>[冰刃・返]</color>技能。
・<color=#73D7F1>[冰刃・返]</color>：喚回你所有的劍，對返回路徑的敵人造成<color=#73D7F1>冰霜傷害</color>，對出現<color=#C83E48>[破]</color>字的敵人造成<color=#C83E48>巨額傷害</color>。",・비검이 <color=#73D7F1>빙검</color>으로 강화됩니다. 빙검은 <color=#73D7F1>빙결 피해</color>를 입히며 15% 확률로 2배의 피해를 주는 치명타가 발생합니다. ・<color=#73D7F1>[동결]</color> 상태의 적에게는 항상 치명타가 발생합니다. ・<color=#B94A00>[검 회수]</color>가 <color=#73D7F1>[빙검 회수]</color>로 변경됩니다. ・<color=#73D7F1>[빙검 회수]</color>: 모든 검을 불러들입니다. 검은 돌아오는 경로에 있는 모든 적에게 <color=#73D7F1>빙결 피해</color>를 주고 <color=#C83E48>[파쇄]</color> 상태의 적에게는 <color=#C83E48>강력한 피해</color>를 입힙니다.
Skill_FrozenMaster_Desc_2_1,"・失去飛劍能力，<color=#73D7F1>[極寒]</color>觸發幾率提高20%。
・觸發<color=#73D7F1>[極寒]</color>時，會使敵人染上<color=#73D7F1>[白霜]</color>，每秒受到125%近戰攻擊的冰霜傷害，持續5秒。
・<color=#73D7F1>[白霜]</color>對處於<color=#73D7F1>[凍結]</color>的敵人的傷害速率提高100%。
・使你的<color=#B94A00>[劍・返]</color>變為<color=#73D7F1>[霜爆]</color>技能。
・<color=#73D7F1>[霜爆]</color>：引爆附近所有敵人身上的<color=#73D7F1>[白霜]</color>效果，對敵人造成高額的<color=#73D7F1>冰霜傷害</color>，並使你的近戰攻擊速度提高60%，持續5秒。
・<color=#73D7F1>[白霜]</color>與<color=#73D7F1>[霜爆]</color>同時被視為飛劍傷害。",・비검 능력을 잃습니다. <color=#73D7F1>[극한]</color>의 발동 확률이 20% 증가합니다. ・<color=#73D7F1>[극한]</color>이 발동되면 적에게 <color=#73D7F1>[흰서리]</color> 상태를 부여하고 5초 동안 매초 근접 공격의 125%에 해당하는 빙결 피해를 줍니다. ・<color=#73D7F1>[동결]</color> 상태의 적에게는 <color=#73D7F1>[흰서리]</color>의 피해가 100% 증가합니다. ・<color=#B94A00>[검 회수]</color>가 <color=#73D7F1>[서리 폭발]</color>로 변경됩니다. ・<color=#73D7F1>[서리 폭발]</color>: 근처의 <color=#73D7F1>[흰서리]</color> 상태의 적을 모두 터뜨려 대규모 <color=#73D7F1>빙결 피해</color>를 입히고 근접 공격 속도가 5초간 60% 증가합니다. ・<color=#73D7F1>[흰서리]</color>와 <color=#73D7F1>[서리 폭발]</color> 또한 비검 피해로 간주됩니다.
Skill_FrozenMaster_Desc_3_1,・使<color=#1C6E8A>[極寒]</color>造成的<color=#1C6E8A>冰霜傷害</color>提高30%，<color=#1C6E8A>凍結時間</color>延長1秒。,・<color=#1C6E8A>[극한]</color>이 주는 <color=#1C6E8A>빙결 피해</color>가 30% 증가하고 <color=#1C6E8A>[동결]</color> 상태의 지속 시간이 1초 늘어납니다.
Skill_FrozenMaster_Desc_4_1,・<color=#1C6E8A>[白霜]</color>的傷害提高20%。當你的<color=#1C6E8A>[白霜]</color>結束時，會跳轉到附近的敵人身上。,・<color=#1C6E8A>[서리]</color> 상태가 주는 피해가 20% 증가합니다. <color=#1C6E8A>[서리]</color>의 지속시간이 끝나면 근처 다른 적에게 옮겨갑니다.
Skill_FrozenMaster_Desc_4_2,・使你的<color=#1C6E8A>[冰刃]</color>發生暴擊的幾率提高5% ，造成的暴擊傷害提高40%。,"・<color=#1C6E8A>[빙검]의 치명타 확률이 5%, 치명타 피해가 40% 증가합니다."
Skill_FrozenMaster_Desc_5_1,・每隔30秒獲得一個<color=#1C6E8A>寒冰之盾</color>，吸收相當於你生命值15%的傷害，持續30秒。,・30초마다 생명력의 15%에 해당하는 피해를 흡수하고 30초 동안 지속되는 <color=#1C6E8A>얼음 방호</color>를 1개 생성합니다.
Skill_FrozenMaster_Desc_6_1,・當你對處於<color=#1C6E8A>[凍結]</color>的目標造成傷害時為你回復1%的最大生命值。（每秒最多觸發1次）,・<color=#1C6E8A>[동결]</color> 상태의 적에게 피해를 입히면 최대 생명력의 1%를 회복합니다 (초당 최대 1회 발동).
Skill_FrozenMaster_Desc_7_1,"・當你造成<color=#1C6E8A>冰霜傷害</color>時，有3%的幾率直接使敵人<color=#1C6E8A>肢體壞死</color>，立刻失去5%的最大生命值（無法超過玩家攻擊力的1000%）。

・對處於<color=#1C6E8A>[凍結]</color>的敵人，觸發幾率翻倍",・적에게 <color=#1C6E8A>빙결 피해</color>를 입히면 3% 확률로 <color=#1C6E8A>사지 괴사</color>를 즉시 부여하고 최대 생명력의 5%만큼 생명력을 감소시킵니다(생명력 감소량은 플레이어 공격력의 1000%를 초과하지 못함). ・<color=#1C6E8A>[동결]</color> 상태의 적에게는 발동 확률이 두 배로 적용됩니다.
Skill_FrozenMaster_Desc_8_1,・觸發<color=#1C6E8A>[極寒]</color>時，<color=#1C6E8A>[冰刃・返]</color>和<color=#1C6E8A>[霜爆]</color>的冷卻時間減少1秒。,・<color=#1C6E8A>[극한]</color> 발동 시 <color=#1C6E8A>[빙검 회수]</color>와 <color=#1C6E8A>[서리 폭발]</color>의 재사용 대기시간이 1초 감소합니다.
Skill_FrozenMaster_Desc_9_1,"・使你的所有<color=#1C6E8A>冰霜傷害</color>提高60%。
・當你觸發<color=#1C6E8A>[極寒]</color>時，使你獲得<color=#1C6E8A>[寂滅之眼]</color>效果，使你接下來5秒內的攻擊都會視敵人為<color=#1C6E8A>[凍結]</color>狀態。",・모든 <color=#1C6E8A>빙결 피해</color>가 60% 증가합니다. ・<color=#1C6E8A>[극한]</color> 발동 시 <color=#1C6E8A>[죽음의 눈]</color> 효과를 얻으며 5초간 모든 공격이 적에게 <color=#1C6E8A>[동결]</color> 상태를 부여합니다.
Skill_FrozenMaster_Desc_10_1,"・每60秒，全場會受到女神微笑影響，刮起持續15秒的<color=#1C6E8A>極寒之風</color>，每0.5秒對地圖裏的敵人造成<color=#1C6E8A>冰霜傷害</color>。

・每次為女神獻上一份靈魂作為祭品，將會提前引導風暴到來。",・60초마다 여신이 전장에 미소를 보냅니다. <color=#1C6E8A>극한 돌풍</color>이 15초간 전장에 불어닥쳐 지도 위의 모든 적에게 0.5초마다 <color=#1C6E8A>빙결 피해</color>를 줍니다. ・여신에게 영혼을 공양하면 극한 돌풍이 더 빨리 불어옵니다.
Skill_FrozenMaster_Desc_11_1,・你的近戰攻擊對<color=#1C6E8A>[凍結]</color>狀態的敵人造成的傷害提高40%,・<color=#1C6E8A>[동결] 상태의 적에 대한 근접 피해가 40% 증가합니다.
Skill_FrozenMaster_Desc_12_1,・使你的所有<color=#1C6E8A>冰霜傷害</color>提高25%,・모든 <color=#1C6E8A>빙결 피해</color>가 25% 증가합니다.
Skill_FrozenMaster_Desc_13_1,・<color=#1C6E8A>[極寒]</color>的觸發幾率提高5%，觸發極寒時有20%幾率直接觸發<color=#1C6E8A>[冰刃返]</color>或<color=#1C6E8A>[霜爆]</color>。,・<color=#1C6E8A>[극한]</color>의 발동 확률이 5% 증가합니다. 극한 발동 시 20% 확률로 <color=#1C6E8A>[빙검 회수]</color> 또는 <color=#1C6E8A>[서리 폭발]</color>이 즉시 발동됩니다.
Skill_FrozenMaster_Desc_14_1,・當你受到攻擊時，有15%的幾率產生<color=#1C6E8A>冰爆</color>，<color=#1C6E8A>[凍結]</color>周圍的敵人1秒。,・피격 시 15% 확률로 <color=#1C6E8A>얼음 폭발</color>이 발동되며 근처에 있는 적들에게 <color=#1C6E8A>[동결]</color> 상태를 1초간 부여합니다.
Skill_CommonSkill_Desc_0_1,・近戰攻擊+10%,・근접 공격 피해 +10%
Skill_CommonSkill_Desc_1_1,・飛劍攻擊+10%,・비검 피해 +10%
Skill_CommonSkill_Desc_2_1,・防禦+7%,・방어력 +7%
Skill_CommonSkill_Desc_3_1,・所有攻擊+5%,・모든 공격력 +5%
Skill_CommonSkill_Desc_4_1,・每次造成近戰或飛劍傷害為你恢復1%的最大生命。（每秒最多觸發一次）,・근접 공격 또는 비검으로 피해를 입힐 때마다 최대 생명력의 1% 회복(초당 한 번 발동)
Skill_CommonSkill_Desc_5_1,・<color=#005019>受擊時：</color>10%的幾率獲得一個相當於自身生命值20%的護盾。,・<color=#005019>피격 시</color> 10% 확률로 생명력 20%에 해당하는 방호를 얻습니다.
Skill_CommonSkill_Desc_6_1,・提高你瞬身時的無敵時間。,・질주 중 무적 시간이 증가합니다.
Skill_CommonSkill_Desc_7_1,"・最大生命+10%
・擊殺敵人時：略微恢復生命值。",・최대 생명력 +10% 적 처치 시 생명력을 소폭 회복합니다.
Skill_CommonSkill_Desc_8_1,・你對生命值低於50%的目標造成額外傷害，生命越低則傷害越高。,・생명력이 50% 미만인 적을 공격할 때 추가 피해를 줍니다. 대상의 생명력이 낮을수록 피해가 증가합니다.
Skill_CommonSkill_Desc_9_1,"・所有攻擊+10%

・每失去7%的生命值：所有攻擊+5%",・모든 피해 +10% ・생명력이 7% 감소할 때마다 모든 피해 +5%
Skill_CommonSkill_Desc_10_1,・當你的生命值為100%時：所有攻擊+60%。,・생명력이 100%일 때 모든 피해 +60%
Skill_CommonSkill_Desc_11_1,"・擊殺敵人時：4%的傷害提高，最多疊加12層。

・<color=#005019>受擊時：</color>失去1層該效果。",・적 처치 시 피해량이 4% 증가합니다. 이 효과는 최대 12회 중첩됩니다. ・<color=#005019>피격 시</color> 중첩 수가 1 감소합니다.
Skill_CommonSkill_Desc_12_1,"・所有攻擊+30%。
・最大生命+15%。
・防禦+10%",・모든 피해 +30% ・최대 생명력 +15% ・방어력 +10%
Skill_CommonSkill_Desc_13_1,"・近戰攻擊+35%
・你受到的傷害提高250%
・大幅提高你的機動力。
・<color=#1F7975>瞬身時：</color>對移動路徑上的敵人造成傷害。",・근접 공격 피해 +35% ・방어력 -250% ・이동 속도가 대폭 증가합니다. ・<color=#1F7975>질주 시</color> 경로에 있는 적에게 피해를 줍니다.
Skill_CommonSkill_Desc_14_1,"・所有攻擊+300%
・你受到的傷害提高300%
・生命減少時會恢復防禦。",・모든 피해 +300% ・방어력 -300% ・생명력이 떨어지면 방어력이 복구됩니다.
Skill_CommonSkill_Desc_15_1,"・飛劍攻擊+35%
・飛劍命中時：5%的幾率造成360%的傷害。",・비검 피해 +35% ・비검 적중 시 5% 확률로 360%의 피해를 줍니다.
Skill_CommonSkill_Desc_16_1,・近戰攻擊速度+15%,・근접 공격 피해 +15%
Skill_CommonSkill_Desc_17_1,・移動速度+10%,・이동 속도 +10%
Skill_CommonSkill_Desc_18_1,・最大生命+8%,・최대 생명력 +8%
Skill_CommonSkill_Desc_19_1,・使你獲得的護盾量+15%,・방호 부여 +15%
Skill_CommonSkill_Desc_20_1,・使你受到的治療效果+15%,・치유 효과 부여 +15%
Skill_CommonSkill_Desc_21_1,・略微提升瞬身距離。,・질주의 이동 거리가 소폭 증가합니다.
Skill_CommonSkill_Desc_22_1,・<color=#005019>受擊時：</color>有12%的幾率躲避掉該次傷害。,・<color=#005019>피격 시</color> 12% 확률로 공격을 회피합니다.
Skill_CommonSkill_Desc_23_1,・怒氣增長速度提高10%。,・분노 획득량 +10%
Skill_CommonSkill_Desc_24_1,"・造成傷害時：使你的防禦提高1%，持續1秒。
・該效果最多可疊加20層。",・적에게 피해를 입히면 1초간 방어력이 1% 증가합니다. 이 효과는 최대 20회 중첩됩니다.
Skill_CommonSkill_Desc_25_1,・如果你在15秒內未受過傷害，使你下一次受到的傷害降低25%。,・15초 넘게 피해를 입지 않으면 다음에 받는 피해가 25% 감소합니다.
Skill_CommonSkill_Desc_26_1,"・造成傷害時：使你造成的所有傷害提高1%，持續1秒。
・該效果最多可疊加20層。",・적에게 피해를 입히면 모든 피해가 1초간 1% 증가합니다. 이 효과는 최대 20회 중첩됩니다.
Skill_CommonSkill_Desc_27_1,・藥葫蘆的恢復量提高50%，但需要在4秒內的持續生效。,・치유 호리병의 회복 효과가 50% 증가하지만 약효가 발동되려면 4초 동안 피해를 받지 않아야 합니다.
Skill_CommonSkill_Desc_28_1,・當你的近戰範圍內沒有敵人時：你的飛劍傷害提高50%。,・근접 공격 범위에 적이 없을 때 비검 피해가 50% 증가합니다.
Skill_CommonSkill_Desc_29_1,・近戰範圍內的每一個敵人都會使你造成的所有傷害提高7%。,・근접 공격 범위 내에 있는 모든 적에 대한 피해가 7% 증가합니다.
Skill_CommonSkill_Desc_30_1,"・造成傷害時：使目標受到的所有傷害提高3.5%，持續1秒。
・該效果最多可疊加10層。",・적에게 피해를 입히면 대상이 받는 모든 피해가 1초간 3.5% 증가합니다. 이 효과는 최대 10회 중첩됩니다.
Skill_CommonSkill_Desc_31_1,"・近戰攻擊速度+30%
・移動速度+10%",・근접 공격 속도 +30% ・이동 속도 +10%
Skill_CommonSkill_Desc_32_1,・使你對生命值為滿的敵人造成的傷害提高275%。,・생명력이 가득 찬 적에게 주는 피해가 275% 증가합니다.
Skill_CommonSkill_Desc_33_1,・近戰攻擊速度+80%,・근접 공격 속도 +80%
Skill_CommonSkill_Desc_34_1,"・最大生命+100%
・攻擊+30%
・防禦+20%
・但你無法再使用[瞬身]",・최대 생명력 +100% ・공격력 +30%. ・방어력 +20% ・[질주] 능력 상실
Skill_CommonSkill_Desc_35_1,"・每攜帶50點幽冥之魂你的所有傷害提高1.25%
（最大增加300%）",・보유한 청혼 50개당 가하는 모든 피해 1.25% 증가 (최대 300%)
Skill_CommonSkill_Desc_36_1,・<color=#F3ED56>閃電傷害</color>+15%,・<color=#F3ED56>전격 피해</color> +15%
Skill_CommonSkill_Desc_37_1,・<color=#1C6E8A>冰霜傷害</color>+15%,・<color=#1C6E8A>빙결 피해</color> +15%
Skill_CommonSkill_Desc_38_1,・<color=#BF2B00>火焰傷害</color>+15%,・<color=#BF2B00>화염 피해</color> +15%
Skill_CommonSkill_Desc_39_1,・無視防禦+10%,・방어 무시 +10%
Skill_CommonSkill_Desc_40_1,・收劍冷卻時間-10%,・검 회수 재사용 대기시간 -10%
Skill_CommonSkill_Desc_41_1,・每少攜帶一個聖物，造成的所有傷害提高33%,・소지한 성물이 줄어들 때마다 가하는 모든 피해가 33% 증가합니다.
Skill_CommonSkill_Desc_42_1,・當你攜帶初始神兵時，你的所有傷害提高30%,・으뜸 신병이기를 소지할 때 가하는 모든 피해가 30% 증가합니다.
Skill_CommonSkill_Desc_43_1,"・移動速度+10%
・你的額外移動速度的25%將轉換為攻擊加成。",・이동 속도 +10% ・추가된 이동 속도의 25%가 공격력으로 전환됩니다.
Skill_CommonSkill_Desc_44_1,"・造成近戰傷害時：會使你的飛劍傷害提高25%，持續1.5秒。
・造成飛劍傷害時：會使你的近戰傷害提高25%，持續1.5秒。",・근접 공격 시 비검 피해가 1.5초간 25% 증가합니다. 적에게 비검으로 피해를 입히면 근접 피해가 1.5초간 25% 증가합니다.
Skill_CommonSkill_Desc_45_1,・當你對生命百分比高於你的敵人造成傷害時，會額外造成傷害，傷害取決於目標和你生命值差距比例。,・자신보다 생명력이 높은 적을 공격할 때 대상과의 생명력 차이 비율에 따라 추가 피해를 줍니다.
Skill_CommonSkill_Desc_46_1,・當你在4秒內未進行近戰攻擊，下一次近戰攻擊會向前發射一道劍氣，對前方敵人造成1000%的近戰傷害。,"・4초 동안 근접 공격을 하지 않은 경우, 다음 근접 공격 시 검기를 방출하여 전방의 적에게 1000%의 근접 피해를 입힙니다."
Skill_Assassin_Desc_0_1,"<size=18>・施放收劍時，周圍會出現一個持續1.5秒的<color=#AB6B1D>刹那之息</color>，當你的<color=#AB6B1D>[神行一閃]</color>或<color=#AB6B1D>[刃舞]</color>穿過了<color=#AB6B1D>刹那之息</color>，將會立刻使你進入<color=#AB6B1D>[收刀]</color>狀態或恢復一枚<color=#AB6B1D>[刃舞印記]</color>。你無法受到近戰攻擊速度和收劍冷卻的加成，但該加成的100%會轉換為你的所有傷害增加。
</size>",<size=18>・검을 회수하면 1.5초간<color=#AB6B1D>명멸의 기운</color>이 나타납니다. <color=#AB6B1D>[신행일섬]</color> 혹은 <color=#AB6B1D>[검무]</color>로 <color=#AB6B1D>명멸의 기운</color>을 통과하면 즉시 <color=#AB6B1D>[납검]</color> 상태가 되거나 <color=#AB6B1D>[검무 인장]</color> 1개를 회복합니다. 근접 공격 속도 또는 검 회수 기술 재사용 대기시간 관련 효과가 직접 적용되지 않는 대신 피해량에 모두 합산됩니다.</size>
Skill_Assassin_Desc_1_1,"<size=19>・失去飛劍能力，你的飛劍攻擊變為<color=#AB6B1D>[架勢]</color>，<color=#AB6B1D>[架勢]</color>可以抵擋傷害。如果[架勢]成功抵擋傷害，主角將發動後撤步並進入<color=#AB6B1D>[收刀]</color>狀態。
・<color=#AB6B1D>[收刀]</color>狀態：你的下一次近戰攻擊變為<color=#AB6B1D>[神行一閃]</color>，對路徑上的敵人造成700%的真實傷害。
・收劍技能變為<color=#AB6B1D>[劍心]</color>：使你直接進入<color=#AB6B1D>[收刀]</color>狀態。
・<color=#AB6B1D>[劍心]</color>冷卻時間為30秒。
・<color=#AB6B1D>[神行一閃]</color>同時被視作飛劍傷害。
</size>",<size=19>・비검 능력을 잃습니다. 비검 공격이 <color=#AB6B1D>[방어]</color>가 됩니다. <color=#AB6B1D>[방어]</color>로 공격을 막을 수 있습니다. 만약 [방어]로 공격을 성공적으로 막아내면 뒤로 한걸음 물러서서 <color=#AB6B1D>[납검]</color> 상태가 됩니다. ・<color=#AB6B1D>[납검]</color>: 다음 근접 공격이 <color=#AB6B1D>[신행일섬]</color>으로 변하며 경로에 있는 모든 적에게 700%의 고정 피해를 줍니다. ・검 회수가 <color=#AB6B1D>[검심]</color>으로 변경됩니다. [검무]: 즉시 <color=#AB6B1D>[납검]</color> 상태가 됩니다. ・<color=#AB6B1D>[검심]</color>의 재사용 대기시간은 30초입니다. ・<color=#AB6B1D>[신행일섬]</color>이 비검 피해를 입힙니다.</size>
Skill_Assassin_Desc_2_1,"<size=19>・失去飛劍能力，使你獲得2枚<color=#AB6B1D>刃舞印記</color>。使你的飛劍變為<color=#AB6B1D>[刃舞]</color>：旋轉飛出對周圍的敵人造成三次75%的傷害，消耗1枚<color=#AB6B1D>刃舞印記</color>。
・近戰攻擊後的0.5秒內施放瞬身，將會對最近的敵人發射一枚<color=#AB6B1D>幻刃</color>:造成70%的飛劍傷害，並對敵人施加<color=#AB6B1D>[時之破碎]</color>，當其受到<color=#AB6B1D>[刃舞]</color>攻擊時，會引發<color=#AB6B1D>刹時爆破</color>造成600%的真實傷害。
・收劍技能變為<color=#AB6B1D>[刃舞強化]</color>：立刻獲得1枚<color=#AB6B1D>強化刃舞印記</color>，強化下一個<color=#AB6B1D>[刃舞]</color>。
・<color=#AB6B1D>[刃舞強化]</color>冷卻時間為30秒。
・<color=#AB6B1D>[刃舞]</color>同時被視作飛劍傷害
</size>",<size=19>・비검 능력을 잃고 <color=#AB6B1D>검무 인장</color> 2개를 얻습니다. 비검 공격이 <color=#AB6B1D>[검무]</color>로 변경됩니다. [검무]: 회전하며 날아 올라 근처의 적에게 75%의 피해를 3회 입힙니다. <color=#AB6B1D>검무 인장</color> 1개가 소모됩니다. ・근접 공격 후 0.5초 이내에 질주를 사용하면 <color=#AB6B1D>환영검</color> 1개를 가장 가까이에 있는 적에게 날려 비검 피해량의 70%에 해당하는 피해를 주고 <color=#AB6B1D>[흩어진 시간]</color> 상태를 부여합니다. 이 상태가 부여된 적을 <color=#AB6B1D>[검무]</color>로 공격하면 <color=#AB6B1D>즉시 폭발</color>하며 600%의 고정 피해를 줍니다. ・검 회수 기술이 <color=#AB6B1D>[검무 강화]</color>로 바뀝니다. [검무 강화]: <color=#AB6B1D>강화된 검무 인장</color> 1개가 즉시 부여되며 다음 <color=#AB6B1D>[검무]</color> 공격이 강화됩니다. ・<color=#AB6B1D>[검무 강화]</color>의 재사용 대기시간은 30초입니다. ・<color=#AB6B1D>[검무]</color>가 비검 피해를 입힙니다.</size>
Skill_Assassin_Desc_3_1,・<color=#AB6B1D>[幻刃]</color>有10%的概率造成4倍傷害。,・<color=#AB6B1D>[환영검]</color>이 10% 확률로 4배의 피해를 줍니다.
